image name [15278], angle_normal : tensor([[2.0114]], device='cuda:0'), angle_fog : tensor([[2.8662]], device='cuda:0'), diff: 0.8548
image name [40906], angle_normal : tensor([[-0.7700]], device='cuda:0'), angle_fog : tensor([[2.8704]], device='cuda:0'), diff: 3.6404
image name [33335], angle_normal : tensor([[0.0136]], device='cuda:0'), angle_fog : tensor([[3.0304]], device='cuda:0'), diff: 3.0168
image name [31748], angle_normal : tensor([[0.7693]], device='cuda:0'), angle_fog : tensor([[0.0280]], device='cuda:0'), diff: 0.7413
image name [41705], angle_normal : tensor([[-1.1359]], device='cuda:0'), angle_fog : tensor([[-0.6071]], device='cuda:0'), diff: 0.5289
image name [11098], angle_normal : tensor([[1.4937]], device='cuda:0'), angle_fog : tensor([[2.6323]], device='cuda:0'), diff: 1.1386
image name [35647], angle_normal : tensor([[1.1618]], device='cuda:0'), angle_fog : tensor([[-0.3095]], device='cuda:0'), diff: 1.4713
image name [2596], angle_normal : tensor([[2.2667]], device='cuda:0'), angle_fog : tensor([[2.9924]], device='cuda:0'), diff: 0.7256
image name [19382], angle_normal : tensor([[0.9340]], device='cuda:0'), angle_fog : tensor([[1.5456]], device='cuda:0'), diff: 0.6115
image name [8547], angle_normal : tensor([[-0.1140]], device='cuda:0'), angle_fog : tensor([[2.6845]], device='cuda:0'), diff: 2.7986
image name [38888], angle_normal : tensor([[0.0678]], device='cuda:0'), angle_fog : tensor([[2.3847]], device='cuda:0'), diff: 2.3169
image name [20061], angle_normal : tensor([[0.4463]], device='cuda:0'), angle_fog : tensor([[1.1655]], device='cuda:0'), diff: 0.7192
image name [22892], angle_normal : tensor([[1.6641]], device='cuda:0'), angle_fog : tensor([[2.3851]], device='cuda:0'), diff: 0.7210
image name [39557], angle_normal : tensor([[2.6523]], device='cuda:0'), angle_fog : tensor([[0.0314]], device='cuda:0'), diff: 2.6209
image name [37126], angle_normal : tensor([[2.7653]], device='cuda:0'), angle_fog : tensor([[-0.2762]], device='cuda:0'), diff: 3.0415
image name [12750], angle_normal : tensor([[0.6931]], device='cuda:0'), angle_fog : tensor([[-0.2519]], device='cuda:0'), diff: 0.9450
image name [30527], angle_normal : tensor([[-0.2501]], device='cuda:0'), angle_fog : tensor([[2.9770]], device='cuda:0'), diff: 3.2271
image name [34307], angle_normal : tensor([[-0.5267]], device='cuda:0'), angle_fog : tensor([[2.9196]], device='cuda:0'), diff: 3.4463
image name [9140], angle_normal : tensor([[0.5410]], device='cuda:0'), angle_fog : tensor([[0.0150]], device='cuda:0'), diff: 0.5259
image name [29848], angle_normal : tensor([[0.3102]], device='cuda:0'), angle_fog : tensor([[2.9371]], device='cuda:0'), diff: 2.6269
image name [27969], angle_normal : tensor([[0.3037]], device='cuda:0'), angle_fog : tensor([[1.5134]], device='cuda:0'), diff: 1.2098
image name [39935], angle_normal : tensor([[0.9899]], device='cuda:0'), angle_fog : tensor([[2.7666]], device='cuda:0'), diff: 1.7766
image name [37797], angle_normal : tensor([[0.9321]], device='cuda:0'), angle_fog : tensor([[-0.3702]], device='cuda:0'), diff: 1.3023
image name [19944], angle_normal : tensor([[2.6208]], device='cuda:0'), angle_fog : tensor([[0.7311]], device='cuda:0'), diff: 1.8897
image name [42267], angle_normal : tensor([[-0.4624]], device='cuda:0'), angle_fog : tensor([[0.5251]], device='cuda:0'), diff: 0.9875
image name [40528], angle_normal : tensor([[-0.2298]], device='cuda:0'), angle_fog : tensor([[0.3634]], device='cuda:0'), diff: 0.5932
image name [18550], angle_normal : tensor([[2.6060]], device='cuda:0'), angle_fog : tensor([[-0.1404]], device='cuda:0'), diff: 2.7465
image name [37786], angle_normal : tensor([[1.2655]], device='cuda:0'), angle_fog : tensor([[-0.0082]], device='cuda:0'), diff: 1.2737
image name [43174], angle_normal : tensor([[1.7205]], device='cuda:0'), angle_fog : tensor([[0.0512]], device='cuda:0'), diff: 1.6693
image name [9368], angle_normal : tensor([[0.5724]], device='cuda:0'), angle_fog : tensor([[-0.0031]], device='cuda:0'), diff: 0.5755
image name [8600], angle_normal : tensor([[0.0267]], device='cuda:0'), angle_fog : tensor([[2.6578]], device='cuda:0'), diff: 2.6311
image name [21769], angle_normal : tensor([[2.3797]], device='cuda:0'), angle_fog : tensor([[3.0118]], device='cuda:0'), diff: 0.6321
image name [38585], angle_normal : tensor([[0.0688]], device='cuda:0'), angle_fog : tensor([[2.7994]], device='cuda:0'), diff: 2.7306
image name [7780], angle_normal : tensor([[0.1448]], device='cuda:0'), angle_fog : tensor([[2.5746]], device='cuda:0'), diff: 2.4298
image name [11010], angle_normal : tensor([[2.3479]], device='cuda:0'), angle_fog : tensor([[2.9875]], device='cuda:0'), diff: 0.6396
image name [25581], angle_normal : tensor([[2.3190]], device='cuda:0'), angle_fog : tensor([[0.2722]], device='cuda:0'), diff: 2.0469
image name [1100], angle_normal : tensor([[0.8123]], device='cuda:0'), angle_fog : tensor([[-0.4093]], device='cuda:0'), diff: 1.2216
image name [21390], angle_normal : tensor([[0.3943]], device='cuda:0'), angle_fog : tensor([[2.5354]], device='cuda:0'), diff: 2.1411
image name [39892], angle_normal : tensor([[1.0353]], device='cuda:0'), angle_fog : tensor([[-0.0037]], device='cuda:0'), diff: 1.0390
image name [33887], angle_normal : tensor([[0.5044]], device='cuda:0'), angle_fog : tensor([[2.5855]], device='cuda:0'), diff: 2.0810
image name [38800], angle_normal : tensor([[0.0739]], device='cuda:0'), angle_fog : tensor([[2.8205]], device='cuda:0'), diff: 2.7466
image name [37678], angle_normal : tensor([[-0.0053]], device='cuda:0'), angle_fog : tensor([[-0.8214]], device='cuda:0'), diff: 0.8160
image name [14846], angle_normal : tensor([[2.4065]], device='cuda:0'), angle_fog : tensor([[2.9305]], device='cuda:0'), diff: 0.5239
image name [31975], angle_normal : tensor([[-0.2621]], device='cuda:0'), angle_fog : tensor([[2.2356]], device='cuda:0'), diff: 2.4978
image name [12956], angle_normal : tensor([[1.6131]], device='cuda:0'), angle_fog : tensor([[-0.4556]], device='cuda:0'), diff: 2.0687
image name [38303], angle_normal : tensor([[2.6818]], device='cuda:0'), angle_fog : tensor([[-0.3151]], device='cuda:0'), diff: 2.9969
image name [6321], angle_normal : tensor([[0.5645]], device='cuda:0'), angle_fog : tensor([[0.0282]], device='cuda:0'), diff: 0.5363
image name [21714], angle_normal : tensor([[2.0958]], device='cuda:0'), angle_fog : tensor([[2.8634]], device='cuda:0'), diff: 0.7676
image name [13182], angle_normal : tensor([[0.3280]], device='cuda:0'), angle_fog : tensor([[-0.7933]], device='cuda:0'), diff: 1.1213
image name [39751], angle_normal : tensor([[0.1007]], device='cuda:0'), angle_fog : tensor([[2.4202]], device='cuda:0'), diff: 2.3195
image name [42201], angle_normal : tensor([[1.4250]], device='cuda:0'), angle_fog : tensor([[2.5215]], device='cuda:0'), diff: 1.0965
image name [19230], angle_normal : tensor([[2.0566]], device='cuda:0'), angle_fog : tensor([[2.8721]], device='cuda:0'), diff: 0.8154
image name [16974], angle_normal : tensor([[1.1068]], device='cuda:0'), angle_fog : tensor([[0.3235]], device='cuda:0'), diff: 0.7833
image name [13214], angle_normal : tensor([[0.2591]], device='cuda:0'), angle_fog : tensor([[2.3984]], device='cuda:0'), diff: 2.1393
image name [42623], angle_normal : tensor([[0.3507]], device='cuda:0'), angle_fog : tensor([[2.4908]], device='cuda:0'), diff: 2.1401
image name [42612], angle_normal : tensor([[0.3815]], device='cuda:0'), angle_fog : tensor([[2.9157]], device='cuda:0'), diff: 2.5342
image name [13603], angle_normal : tensor([[0.6738]], device='cuda:0'), angle_fog : tensor([[2.3907]], device='cuda:0'), diff: 1.7169
image name [40258], angle_normal : tensor([[-0.1925]], device='cuda:0'), angle_fog : tensor([[-0.7846]], device='cuda:0'), diff: 0.5921
image name [25257], angle_normal : tensor([[2.0466]], device='cuda:0'), angle_fog : tensor([[2.8637]], device='cuda:0'), diff: 0.8171
image name [32558], angle_normal : tensor([[0.0894]], device='cuda:0'), angle_fog : tensor([[-0.4508]], device='cuda:0'), diff: 0.5403
image name [3016], angle_normal : tensor([[2.4006]], device='cuda:0'), angle_fog : tensor([[0.7924]], device='cuda:0'), diff: 1.6083
image name [30398], angle_normal : tensor([[-0.1083]], device='cuda:0'), angle_fog : tensor([[2.8459]], device='cuda:0'), diff: 2.9542
image name [32828], angle_normal : tensor([[-0.8516]], device='cuda:0'), angle_fog : tensor([[3.0424]], device='cuda:0'), diff: 3.8940
image name [40300], angle_normal : tensor([[-0.0628]], device='cuda:0'), angle_fog : tensor([[-0.5809]], device='cuda:0'), diff: 0.5182
image name [36273], angle_normal : tensor([[-0.1863]], device='cuda:0'), angle_fog : tensor([[2.6314]], device='cuda:0'), diff: 2.8177
image name [17416], angle_normal : tensor([[2.1317]], device='cuda:0'), angle_fog : tensor([[0.4664]], device='cuda:0'), diff: 1.6653
image name [34394], angle_normal : tensor([[0.8919]], device='cuda:0'), angle_fog : tensor([[3.0305]], device='cuda:0'), diff: 2.1385
image name [5500], angle_normal : tensor([[2.0480]], device='cuda:0'), angle_fog : tensor([[-0.3533]], device='cuda:0'), diff: 2.4013
image name [588], angle_normal : tensor([[1.0958]], device='cuda:0'), angle_fog : tensor([[0.0243]], device='cuda:0'), diff: 1.0715
image name [373], angle_normal : tensor([[-0.1322]], device='cuda:0'), angle_fog : tensor([[-1.0904]], device='cuda:0'), diff: 0.9582
image name [29080], angle_normal : tensor([[1.6612]], device='cuda:0'), angle_fog : tensor([[2.6852]], device='cuda:0'), diff: 1.0240
image name [14921], angle_normal : tensor([[2.1532]], device='cuda:0'), angle_fog : tensor([[0.2260]], device='cuda:0'), diff: 1.9272
image name [36424], angle_normal : tensor([[0.5367]], device='cuda:0'), angle_fog : tensor([[1.9140]], device='cuda:0'), diff: 1.3773
image name [27169], angle_normal : tensor([[-0.8263]], device='cuda:0'), angle_fog : tensor([[-0.2351]], device='cuda:0'), diff: 0.5912
image name [39687], angle_normal : tensor([[0.2445]], device='cuda:0'), angle_fog : tensor([[1.9698]], device='cuda:0'), diff: 1.7252
image name [35885], angle_normal : tensor([[-0.4801]], device='cuda:0'), angle_fog : tensor([[2.2501]], device='cuda:0'), diff: 2.7301
image name [11465], angle_normal : tensor([[2.2631]], device='cuda:0'), angle_fog : tensor([[2.9762]], device='cuda:0'), diff: 0.7131
image name [33043], angle_normal : tensor([[0.1101]], device='cuda:0'), angle_fog : tensor([[2.6359]], device='cuda:0'), diff: 2.5258
image name [19393], angle_normal : tensor([[0.8032]], device='cuda:0'), angle_fog : tensor([[1.8077]], device='cuda:0'), diff: 1.0045
image name [31315], angle_normal : tensor([[2.7892]], device='cuda:0'), angle_fog : tensor([[1.5175]], device='cuda:0'), diff: 1.2717
image name [11065], angle_normal : tensor([[0.6981]], device='cuda:0'), angle_fog : tensor([[2.6903]], device='cuda:0'), diff: 1.9922
image name [8406], angle_normal : tensor([[-0.2928]], device='cuda:0'), angle_fog : tensor([[2.9102]], device='cuda:0'), diff: 3.2029
image name [28487], angle_normal : tensor([[0.6634]], device='cuda:0'), angle_fog : tensor([[-0.1132]], device='cuda:0'), diff: 0.7766
image name [14835], angle_normal : tensor([[2.3380]], device='cuda:0'), angle_fog : tensor([[3.0163]], device='cuda:0'), diff: 0.6783
image name [31920], angle_normal : tensor([[1.0346]], device='cuda:0'), angle_fog : tensor([[2.9754]], device='cuda:0'), diff: 1.9408
image name [33227], angle_normal : tensor([[1.9411]], device='cuda:0'), angle_fog : tensor([[0.0022]], device='cuda:0'), diff: 1.9389
image name [17319], angle_normal : tensor([[0.8432]], device='cuda:0'), angle_fog : tensor([[-0.0146]], device='cuda:0'), diff: 0.8578
image name [43217], angle_normal : tensor([[1.5114]], device='cuda:0'), angle_fog : tensor([[0.0305]], device='cuda:0'), diff: 1.4808
image name [22449], angle_normal : tensor([[0.5654]], device='cuda:0'), angle_fog : tensor([[0.0172]], device='cuda:0'), diff: 0.5482
image name [12912], angle_normal : tensor([[0.5173]], device='cuda:0'), angle_fog : tensor([[-0.0321]], device='cuda:0'), diff: 0.5494
image name [3191], angle_normal : tensor([[0.7461]], device='cuda:0'), angle_fog : tensor([[2.9270]], device='cuda:0'), diff: 2.1809
image name [44179], angle_normal : tensor([[1.8623]], device='cuda:0'), angle_fog : tensor([[2.9848]], device='cuda:0'), diff: 1.1225
image name [10406], angle_normal : tensor([[0.1477]], device='cuda:0'), angle_fog : tensor([[2.1367]], device='cuda:0'), diff: 1.9890
image name [2435], angle_normal : tensor([[1.2470]], device='cuda:0'), angle_fog : tensor([[2.6292]], device='cuda:0'), diff: 1.3822
image name [40744], angle_normal : tensor([[2.2179]], device='cuda:0'), angle_fog : tensor([[3.0030]], device='cuda:0'), diff: 0.7851
image name [29664], angle_normal : tensor([[0.6263]], device='cuda:0'), angle_fog : tensor([[2.8096]], device='cuda:0'), diff: 2.1834
image name [31726], angle_normal : tensor([[0.6251]], device='cuda:0'), angle_fog : tensor([[0.0893]], device='cuda:0'), diff: 0.5358
image name [17049], angle_normal : tensor([[1.1994]], device='cuda:0'), angle_fog : tensor([[0.1494]], device='cuda:0'), diff: 1.0500
image name [18897], angle_normal : tensor([[1.3591]], device='cuda:0'), angle_fog : tensor([[2.9594]], device='cuda:0'), diff: 1.6003
image name [3258], angle_normal : tensor([[1.1713]], device='cuda:0'), angle_fog : tensor([[2.7529]], device='cuda:0'), diff: 1.5816
image name [3689], angle_normal : tensor([[1.0882]], device='cuda:0'), angle_fog : tensor([[2.9596]], device='cuda:0'), diff: 1.8713
image name [40830], angle_normal : tensor([[-1.6601]], device='cuda:0'), angle_fog : tensor([[2.9854]], device='cuda:0'), diff: 4.6455
image name [6387], angle_normal : tensor([[0.6671]], device='cuda:0'), angle_fog : tensor([[-0.2481]], device='cuda:0'), diff: 0.9152
image name [19999], angle_normal : tensor([[-0.2318]], device='cuda:0'), angle_fog : tensor([[2.8429]], device='cuda:0'), diff: 3.0747
image name [42245], angle_normal : tensor([[-0.0511]], device='cuda:0'), angle_fog : tensor([[2.9694]], device='cuda:0'), diff: 3.0204
image name [18323], angle_normal : tensor([[0.0526]], device='cuda:0'), angle_fog : tensor([[-0.4858]], device='cuda:0'), diff: 0.5384
image name [4583], angle_normal : tensor([[1.0027]], device='cuda:0'), angle_fog : tensor([[2.1937]], device='cuda:0'), diff: 1.1910
image name [10330], angle_normal : tensor([[0.1620]], device='cuda:0'), angle_fog : tensor([[2.5143]], device='cuda:0'), diff: 2.3523
image name [7478], angle_normal : tensor([[0.2665]], device='cuda:0'), angle_fog : tensor([[0.7964]], device='cuda:0'), diff: 0.5298
image name [25798], angle_normal : tensor([[-0.7513]], device='cuda:0'), angle_fog : tensor([[2.6420]], device='cuda:0'), diff: 3.3933
image name [19166], angle_normal : tensor([[2.6523]], device='cuda:0'), angle_fog : tensor([[-0.0421]], device='cuda:0'), diff: 2.6944
image name [2691], angle_normal : tensor([[0.0401]], device='cuda:0'), angle_fog : tensor([[1.7279]], device='cuda:0'), diff: 1.6878
image name [10363], angle_normal : tensor([[0.1299]], device='cuda:0'), angle_fog : tensor([[2.7353]], device='cuda:0'), diff: 2.6053
image name [35755], angle_normal : tensor([[-0.3600]], device='cuda:0'), angle_fog : tensor([[1.1731]], device='cuda:0'), diff: 1.5331
image name [16369], angle_normal : tensor([[2.2613]], device='cuda:0'), angle_fog : tensor([[1.4193]], device='cuda:0'), diff: 0.8420
image name [14792], angle_normal : tensor([[1.3447]], device='cuda:0'), angle_fog : tensor([[2.9195]], device='cuda:0'), diff: 1.5748
image name [24599], angle_normal : tensor([[2.2686]], device='cuda:0'), angle_fog : tensor([[2.9633]], device='cuda:0'), diff: 0.6947
image name [10028], angle_normal : tensor([[0.1807]], device='cuda:0'), angle_fog : tensor([[2.5033]], device='cuda:0'), diff: 2.3226
image name [23615], angle_normal : tensor([[0.3736]], device='cuda:0'), angle_fog : tensor([[2.1624]], device='cuda:0'), diff: 1.7888
image name [4853], angle_normal : tensor([[1.0298]], device='cuda:0'), angle_fog : tensor([[2.5110]], device='cuda:0'), diff: 1.4811
image name [7834], angle_normal : tensor([[0.4894]], device='cuda:0'), angle_fog : tensor([[-0.2303]], device='cuda:0'), diff: 0.7198
image name [17502], angle_normal : tensor([[2.6176]], device='cuda:0'), angle_fog : tensor([[0.3023]], device='cuda:0'), diff: 2.3153
image name [3300], angle_normal : tensor([[1.0586]], device='cuda:0'), angle_fog : tensor([[2.9094]], device='cuda:0'), diff: 1.8508
image name [38758], angle_normal : tensor([[0.0675]], device='cuda:0'), angle_fog : tensor([[2.1913]], device='cuda:0'), diff: 2.1238
image name [3421], angle_normal : tensor([[0.9833]], device='cuda:0'), angle_fog : tensor([[2.8834]], device='cuda:0'), diff: 1.9001
image name [38811], angle_normal : tensor([[0.0677]], device='cuda:0'), angle_fog : tensor([[2.7708]], device='cuda:0'), diff: 2.7032
image name [21130], angle_normal : tensor([[2.3310]], device='cuda:0'), angle_fog : tensor([[1.6835]], device='cuda:0'), diff: 0.6475
image name [11379], angle_normal : tensor([[2.4551]], device='cuda:0'), angle_fog : tensor([[2.9823]], device='cuda:0'), diff: 0.5272
image name [25495], angle_normal : tensor([[2.7398]], device='cuda:0'), angle_fog : tensor([[1.2945]], device='cuda:0'), diff: 1.4453
image name [20678], angle_normal : tensor([[1.2667]], device='cuda:0'), angle_fog : tensor([[2.4384]], device='cuda:0'), diff: 1.1717
image name [7380], angle_normal : tensor([[1.7964]], device='cuda:0'), angle_fog : tensor([[0.0364]], device='cuda:0'), diff: 1.7600
