image name [10006_resized], angle_normal : tensor([[-0.1428]], device='cuda:0'), angle_fog : tensor([[-0.7737]], device='cuda:0'), diff: 0.6309
image name [32828_resized], angle_normal : tensor([[-0.0574]], device='cuda:0'), angle_fog : tensor([[-0.0644]], device='cuda:0'), diff: 0.0069
image name [32839_resized], angle_normal : tensor([[-0.1431]], device='cuda:0'), angle_fog : tensor([[-0.0944]], device='cuda:0'), diff: 0.0486
image name [3285_resized], angle_normal : tensor([[0.0404]], device='cuda:0'), angle_fog : tensor([[0.9523]], device='cuda:0'), diff: 0.9119
image name [32860_resized], angle_normal : tensor([[-0.2010]], device='cuda:0'), angle_fog : tensor([[-0.0940]], device='cuda:0'), diff: 0.1070
image name [32871_resized], angle_normal : tensor([[0.0035]], device='cuda:0'), angle_fog : tensor([[-0.1166]], device='cuda:0'), diff: 0.1202
image name [32882_resized], angle_normal : tensor([[0.0324]], device='cuda:0'), angle_fog : tensor([[-0.0966]], device='cuda:0'), diff: 0.1290
image name [32893_resized], angle_normal : tensor([[0.0412]], device='cuda:0'), angle_fog : tensor([[-0.0935]], device='cuda:0'), diff: 0.1347
image name [32903_resized], angle_normal : tensor([[0.0654]], device='cuda:0'), angle_fog : tensor([[-0.1047]], device='cuda:0'), diff: 0.1701
image name [32914_resized], angle_normal : tensor([[0.1029]], device='cuda:0'), angle_fog : tensor([[-0.1152]], device='cuda:0'), diff: 0.2181
image name [32925_resized], angle_normal : tensor([[0.1462]], device='cuda:0'), angle_fog : tensor([[-0.0979]], device='cuda:0'), diff: 0.2441
image name [32936_resized], angle_normal : tensor([[0.2089]], device='cuda:0'), angle_fog : tensor([[-0.1364]], device='cuda:0'), diff: 0.3453
image name [32947_resized], angle_normal : tensor([[0.1489]], device='cuda:0'), angle_fog : tensor([[-0.1057]], device='cuda:0'), diff: 0.2546
image name [32958_resized], angle_normal : tensor([[0.2012]], device='cuda:0'), angle_fog : tensor([[-0.1864]], device='cuda:0'), diff: 0.3876
image name [32969_resized], angle_normal : tensor([[0.2548]], device='cuda:0'), angle_fog : tensor([[-0.1162]], device='cuda:0'), diff: 0.3710
image name [3298_resized], angle_normal : tensor([[0.0409]], device='cuda:0'), angle_fog : tensor([[0.9882]], device='cuda:0'), diff: 0.9473
image name [32990_resized], angle_normal : tensor([[0.2124]], device='cuda:0'), angle_fog : tensor([[-0.4117]], device='cuda:0'), diff: 0.6241
image name [3300_resized], angle_normal : tensor([[0.0416]], device='cuda:0'), angle_fog : tensor([[1.0295]], device='cuda:0'), diff: 0.9879
image name [33010_resized], angle_normal : tensor([[0.2958]], device='cuda:0'), angle_fog : tensor([[-0.0939]], device='cuda:0'), diff: 0.3897
image name [33021_resized], angle_normal : tensor([[0.1722]], device='cuda:0'), angle_fog : tensor([[-0.1437]], device='cuda:0'), diff: 0.3159
image name [33032_resized], angle_normal : tensor([[0.1589]], device='cuda:0'), angle_fog : tensor([[-0.0776]], device='cuda:0'), diff: 0.2365
image name [33043_resized], angle_normal : tensor([[0.1713]], device='cuda:0'), angle_fog : tensor([[-0.0585]], device='cuda:0'), diff: 0.2298
image name [33054_resized], angle_normal : tensor([[0.1394]], device='cuda:0'), angle_fog : tensor([[-0.0640]], device='cuda:0'), diff: 0.2034
image name [33065_resized], angle_normal : tensor([[0.0928]], device='cuda:0'), angle_fog : tensor([[-0.0821]], device='cuda:0'), diff: 0.1750
image name [33076_resized], angle_normal : tensor([[0.1209]], device='cuda:0'), angle_fog : tensor([[-0.0861]], device='cuda:0'), diff: 0.2070
image name [33087_resized], angle_normal : tensor([[0.0829]], device='cuda:0'), angle_fog : tensor([[-0.0868]], device='cuda:0'), diff: 0.1697
image name [33098_resized], angle_normal : tensor([[0.0363]], device='cuda:0'), angle_fog : tensor([[-0.1578]], device='cuda:0'), diff: 0.1941
image name [33108_resized], angle_normal : tensor([[0.0082]], device='cuda:0'), angle_fog : tensor([[-0.1359]], device='cuda:0'), diff: 0.1441
image name [33119_resized], angle_normal : tensor([[-0.1227]], device='cuda:0'), angle_fog : tensor([[-0.2094]], device='cuda:0'), diff: 0.0868
image name [3313_resized], angle_normal : tensor([[0.0408]], device='cuda:0'), angle_fog : tensor([[0.9790]], device='cuda:0'), diff: 0.9382
image name [33140_resized], angle_normal : tensor([[-0.2647]], device='cuda:0'), angle_fog : tensor([[-0.2667]], device='cuda:0'), diff: 0.0020
image name [33151_resized], angle_normal : tensor([[-0.3932]], device='cuda:0'), angle_fog : tensor([[-0.2313]], device='cuda:0'), diff: 0.1619
image name [33162_resized], angle_normal : tensor([[-0.7560]], device='cuda:0'), angle_fog : tensor([[-0.1997]], device='cuda:0'), diff: 0.5563
image name [33173_resized], angle_normal : tensor([[-0.8361]], device='cuda:0'), angle_fog : tensor([[-0.1082]], device='cuda:0'), diff: 0.7279
image name [33184_resized], angle_normal : tensor([[-1.2794]], device='cuda:0'), angle_fog : tensor([[-0.1341]], device='cuda:0'), diff: 1.1454
image name [33195_resized], angle_normal : tensor([[-1.2050]], device='cuda:0'), angle_fog : tensor([[-0.2313]], device='cuda:0'), diff: 0.9736
image name [33205_resized], angle_normal : tensor([[-0.8823]], device='cuda:0'), angle_fog : tensor([[-0.1465]], device='cuda:0'), diff: 0.7358
image name [33216_resized], angle_normal : tensor([[-0.6502]], device='cuda:0'), angle_fog : tensor([[-0.0910]], device='cuda:0'), diff: 0.5593
image name [33227_resized], angle_normal : tensor([[-0.5687]], device='cuda:0'), angle_fog : tensor([[-0.1577]], device='cuda:0'), diff: 0.4110
image name [33238_resized], angle_normal : tensor([[-0.5544]], device='cuda:0'), angle_fog : tensor([[-0.1555]], device='cuda:0'), diff: 0.3989
image name [33249_resized], angle_normal : tensor([[-0.5823]], device='cuda:0'), angle_fog : tensor([[-0.1212]], device='cuda:0'), diff: 0.4611
image name [3326_resized], angle_normal : tensor([[0.0416]], device='cuda:0'), angle_fog : tensor([[0.9426]], device='cuda:0'), diff: 0.9011
image name [33270_resized], angle_normal : tensor([[-0.2615]], device='cuda:0'), angle_fog : tensor([[-0.0729]], device='cuda:0'), diff: 0.1886
image name [33281_resized], angle_normal : tensor([[0.1518]], device='cuda:0'), angle_fog : tensor([[-0.1196]], device='cuda:0'), diff: 0.2714
image name [33302_resized], angle_normal : tensor([[0.4450]], device='cuda:0'), angle_fog : tensor([[-0.1829]], device='cuda:0'), diff: 0.6279
image name [33313_resized], angle_normal : tensor([[0.4542]], device='cuda:0'), angle_fog : tensor([[-0.2726]], device='cuda:0'), diff: 0.7268
image name [33324_resized], angle_normal : tensor([[0.4347]], device='cuda:0'), angle_fog : tensor([[-0.0514]], device='cuda:0'), diff: 0.4862
image name [33335_resized], angle_normal : tensor([[0.3124]], device='cuda:0'), angle_fog : tensor([[-0.0430]], device='cuda:0'), diff: 0.3554
image name [33346_resized], angle_normal : tensor([[0.3104]], device='cuda:0'), angle_fog : tensor([[-0.1561]], device='cuda:0'), diff: 0.4666
image name [33357_resized], angle_normal : tensor([[0.9283]], device='cuda:0'), angle_fog : tensor([[-0.3844]], device='cuda:0'), diff: 1.3127
image name [33368_resized], angle_normal : tensor([[1.0177]], device='cuda:0'), angle_fog : tensor([[-0.3330]], device='cuda:0'), diff: 1.3507
image name [33379_resized], angle_normal : tensor([[1.2977]], device='cuda:0'), angle_fog : tensor([[-0.2840]], device='cuda:0'), diff: 1.5817
image name [3339_resized], angle_normal : tensor([[0.0413]], device='cuda:0'), angle_fog : tensor([[0.9687]], device='cuda:0'), diff: 0.9274
image name [3340_resized], angle_normal : tensor([[0.0410]], device='cuda:0'), angle_fog : tensor([[0.9773]], device='cuda:0'), diff: 0.9362
image name [33410_resized], angle_normal : tensor([[0.9629]], device='cuda:0'), angle_fog : tensor([[-0.0128]], device='cuda:0'), diff: 0.9757
image name [33421_resized], angle_normal : tensor([[1.0747]], device='cuda:0'), angle_fog : tensor([[-0.3075]], device='cuda:0'), diff: 1.3823
image name [33443_resized], angle_normal : tensor([[0.8364]], device='cuda:0'), angle_fog : tensor([[-0.5306]], device='cuda:0'), diff: 1.3670
image name [33454_resized], angle_normal : tensor([[1.1281]], device='cuda:0'), angle_fog : tensor([[-0.2354]], device='cuda:0'), diff: 1.3635
image name [33465_resized], angle_normal : tensor([[1.2564]], device='cuda:0'), angle_fog : tensor([[-0.6653]], device='cuda:0'), diff: 1.9217
image name [33476_resized], angle_normal : tensor([[1.1500]], device='cuda:0'), angle_fog : tensor([[-0.3682]], device='cuda:0'), diff: 1.5181
image name [33498_resized], angle_normal : tensor([[1.2748]], device='cuda:0'), angle_fog : tensor([[-0.5586]], device='cuda:0'), diff: 1.8334
image name [33508_resized], angle_normal : tensor([[0.9115]], device='cuda:0'), angle_fog : tensor([[-0.4810]], device='cuda:0'), diff: 1.3925
image name [33519_resized], angle_normal : tensor([[0.4094]], device='cuda:0'), angle_fog : tensor([[-0.1629]], device='cuda:0'), diff: 0.5723
image name [3353_resized], angle_normal : tensor([[0.0400]], device='cuda:0'), angle_fog : tensor([[0.9715]], device='cuda:0'), diff: 0.9315
image name [33540_resized], angle_normal : tensor([[0.0832]], device='cuda:0'), angle_fog : tensor([[-0.1658]], device='cuda:0'), diff: 0.2490
image name [33551_resized], angle_normal : tensor([[0.0197]], device='cuda:0'), angle_fog : tensor([[-0.1592]], device='cuda:0'), diff: 0.1789
image name [33573_resized], angle_normal : tensor([[0.0103]], device='cuda:0'), angle_fog : tensor([[-0.2009]], device='cuda:0'), diff: 0.2112
image name [33584_resized], angle_normal : tensor([[-0.0458]], device='cuda:0'), angle_fog : tensor([[-0.2030]], device='cuda:0'), diff: 0.1572
image name [33605_resized], angle_normal : tensor([[-0.5957]], device='cuda:0'), angle_fog : tensor([[-0.2630]], device='cuda:0'), diff: 0.3327
image name [33616_resized], angle_normal : tensor([[-0.6063]], device='cuda:0'), angle_fog : tensor([[-0.1623]], device='cuda:0'), diff: 0.4440
image name [33627_resized], angle_normal : tensor([[-0.6938]], device='cuda:0'), angle_fog : tensor([[-0.1446]], device='cuda:0'), diff: 0.5493
image name [33638_resized], angle_normal : tensor([[-0.6281]], device='cuda:0'), angle_fog : tensor([[-0.3496]], device='cuda:0'), diff: 0.2785
image name [33649_resized], angle_normal : tensor([[-0.5890]], device='cuda:0'), angle_fog : tensor([[-0.3300]], device='cuda:0'), diff: 0.2590
image name [3366_resized], angle_normal : tensor([[0.0406]], device='cuda:0'), angle_fog : tensor([[0.9967]], device='cuda:0'), diff: 0.9561
image name [33670_resized], angle_normal : tensor([[-0.5831]], device='cuda:0'), angle_fog : tensor([[-0.2176]], device='cuda:0'), diff: 0.3655
image name [33681_resized], angle_normal : tensor([[-0.7188]], device='cuda:0'), angle_fog : tensor([[-0.3906]], device='cuda:0'), diff: 0.3281
image name [33692_resized], angle_normal : tensor([[-0.6379]], device='cuda:0'), angle_fog : tensor([[-0.2159]], device='cuda:0'), diff: 0.4220
image name [33702_resized], angle_normal : tensor([[-0.5190]], device='cuda:0'), angle_fog : tensor([[-0.2205]], device='cuda:0'), diff: 0.2985
image name [33713_resized], angle_normal : tensor([[-0.5970]], device='cuda:0'), angle_fog : tensor([[-0.2229]], device='cuda:0'), diff: 0.3741
image name [33724_resized], angle_normal : tensor([[-0.4860]], device='cuda:0'), angle_fog : tensor([[-0.0989]], device='cuda:0'), diff: 0.3871
image name [33735_resized], angle_normal : tensor([[-0.2787]], device='cuda:0'), angle_fog : tensor([[-0.1332]], device='cuda:0'), diff: 0.1455
image name [33746_resized], angle_normal : tensor([[-0.4321]], device='cuda:0'), angle_fog : tensor([[-0.1500]], device='cuda:0'), diff: 0.2820
image name [33757_resized], angle_normal : tensor([[0.1304]], device='cuda:0'), angle_fog : tensor([[-0.3327]], device='cuda:0'), diff: 0.4631
image name [33768_resized], angle_normal : tensor([[-0.1873]], device='cuda:0'), angle_fog : tensor([[-0.2677]], device='cuda:0'), diff: 0.0804
image name [3379_resized], angle_normal : tensor([[0.0386]], device='cuda:0'), angle_fog : tensor([[0.9623]], device='cuda:0'), diff: 0.9237
image name [3380_resized], angle_normal : tensor([[0.0396]], device='cuda:0'), angle_fog : tensor([[0.9683]], device='cuda:0'), diff: 0.9287
image name [33810_resized], angle_normal : tensor([[-0.0176]], device='cuda:0'), angle_fog : tensor([[-0.1280]], device='cuda:0'), diff: 0.1104
image name [33821_resized], angle_normal : tensor([[0.0072]], device='cuda:0'), angle_fog : tensor([[-0.1449]], device='cuda:0'), diff: 0.1521
image name [33832_resized], angle_normal : tensor([[0.0173]], device='cuda:0'), angle_fog : tensor([[-0.1108]], device='cuda:0'), diff: 0.1281
image name [33843_resized], angle_normal : tensor([[0.0145]], device='cuda:0'), angle_fog : tensor([[-0.0744]], device='cuda:0'), diff: 0.0888
image name [33854_resized], angle_normal : tensor([[0.0487]], device='cuda:0'), angle_fog : tensor([[-0.0948]], device='cuda:0'), diff: 0.1435
image name [33865_resized], angle_normal : tensor([[0.0294]], device='cuda:0'), angle_fog : tensor([[-0.1704]], device='cuda:0'), diff: 0.1997
image name [33876_resized], angle_normal : tensor([[0.0681]], device='cuda:0'), angle_fog : tensor([[-0.1742]], device='cuda:0'), diff: 0.2423
image name [33887_resized], angle_normal : tensor([[0.1009]], device='cuda:0'), angle_fog : tensor([[-0.1697]], device='cuda:0'), diff: 0.2705
image name [33898_resized], angle_normal : tensor([[0.1435]], device='cuda:0'), angle_fog : tensor([[-0.2453]], device='cuda:0'), diff: 0.3888
image name [33908_resized], angle_normal : tensor([[0.1424]], device='cuda:0'), angle_fog : tensor([[-0.3317]], device='cuda:0'), diff: 0.4741
image name [33919_resized], angle_normal : tensor([[0.1575]], device='cuda:0'), angle_fog : tensor([[-0.2957]], device='cuda:0'), diff: 0.4532
image name [3393_resized], angle_normal : tensor([[0.0402]], device='cuda:0'), angle_fog : tensor([[0.9862]], device='cuda:0'), diff: 0.9460
image name [33940_resized], angle_normal : tensor([[0.1482]], device='cuda:0'), angle_fog : tensor([[-0.4293]], device='cuda:0'), diff: 0.5775
image name [33951_resized], angle_normal : tensor([[0.0822]], device='cuda:0'), angle_fog : tensor([[-0.2258]], device='cuda:0'), diff: 0.3081
image name [33962_resized], angle_normal : tensor([[0.2487]], device='cuda:0'), angle_fog : tensor([[-0.3670]], device='cuda:0'), diff: 0.6157
image name [33973_resized], angle_normal : tensor([[-0.0009]], device='cuda:0'), angle_fog : tensor([[-0.2075]], device='cuda:0'), diff: 0.2066
image name [33984_resized], angle_normal : tensor([[0.1335]], device='cuda:0'), angle_fog : tensor([[-0.2815]], device='cuda:0'), diff: 0.4150
image name [33995_resized], angle_normal : tensor([[0.2702]], device='cuda:0'), angle_fog : tensor([[-0.2386]], device='cuda:0'), diff: 0.5088
image name [34004_resized], angle_normal : tensor([[0.1691]], device='cuda:0'), angle_fog : tensor([[-0.2144]], device='cuda:0'), diff: 0.3835
image name [34015_resized], angle_normal : tensor([[0.1868]], device='cuda:0'), angle_fog : tensor([[-0.2697]], device='cuda:0'), diff: 0.4565
image name [34026_resized], angle_normal : tensor([[0.2056]], device='cuda:0'), angle_fog : tensor([[-0.2880]], device='cuda:0'), diff: 0.4936
image name [34037_resized], angle_normal : tensor([[0.2737]], device='cuda:0'), angle_fog : tensor([[-0.2160]], device='cuda:0'), diff: 0.4898
image name [34048_resized], angle_normal : tensor([[0.2843]], device='cuda:0'), angle_fog : tensor([[-0.1515]], device='cuda:0'), diff: 0.4358
image name [34059_resized], angle_normal : tensor([[0.3883]], device='cuda:0'), angle_fog : tensor([[-0.2153]], device='cuda:0'), diff: 0.6036
image name [3407_resized], angle_normal : tensor([[0.0400]], device='cuda:0'), angle_fog : tensor([[0.9776]], device='cuda:0'), diff: 0.9376
image name [34080_resized], angle_normal : tensor([[0.3818]], device='cuda:0'), angle_fog : tensor([[-0.1524]], device='cuda:0'), diff: 0.5342
image name [34101_resized], angle_normal : tensor([[0.5485]], device='cuda:0'), angle_fog : tensor([[-0.6123]], device='cuda:0'), diff: 1.1608
image name [34112_resized], angle_normal : tensor([[0.4888]], device='cuda:0'), angle_fog : tensor([[-0.0092]], device='cuda:0'), diff: 0.4980
image name [34123_resized], angle_normal : tensor([[0.5024]], device='cuda:0'), angle_fog : tensor([[-0.2193]], device='cuda:0'), diff: 0.7217
image name [34134_resized], angle_normal : tensor([[0.2611]], device='cuda:0'), angle_fog : tensor([[-0.0421]], device='cuda:0'), diff: 0.3032
image name [34145_resized], angle_normal : tensor([[0.1617]], device='cuda:0'), angle_fog : tensor([[-0.1149]], device='cuda:0'), diff: 0.2766
image name [34156_resized], angle_normal : tensor([[0.0749]], device='cuda:0'), angle_fog : tensor([[-0.2701]], device='cuda:0'), diff: 0.3450
image name [34167_resized], angle_normal : tensor([[-0.0024]], device='cuda:0'), angle_fog : tensor([[-0.2775]], device='cuda:0'), diff: 0.2751
image name [34189_resized], angle_normal : tensor([[-0.4790]], device='cuda:0'), angle_fog : tensor([[-0.2393]], device='cuda:0'), diff: 0.2397
image name [3421_resized], angle_normal : tensor([[0.0392]], device='cuda:0'), angle_fog : tensor([[0.9744]], device='cuda:0'), diff: 0.9352
